# x y z r p longitude latitude
2.48000000e+05 -1.89540000e+06 5.46770000e+05 1.98820000e+06 2.97180000e+10 -1.44069233e+00 2.78597549e-01
4.27000000e+05 -2.12980000e+06 3.95360000e+05 2.20790000e+06 2.13200000e+10 -1.37293128e+00 1.80037107e-01
6.77000000e+05 -2.03210000e+06 4.82970000e+05 2.19570000e+06 2.47150000e+10 -1.24920817e+00 2.21775253e-01
9.15000000e+05 -2.20610000e+06 5.28250000e+05 2.44600000e+06 1.64780000e+10 -1.17763171e+00 2.17679882e-01
1.12400000e+06 -2.39560000e+06 6.17300000e+05 2.71720000e+06 1.62620000e+10 -1.13209621e+00 2.29183443e-01
1.30700000e+06 -2.27310000e+06 7.75570000e+05 2.73440000e+06 1.13270000e+10 -1.04897279e+00 2.87582081e-01
1.71000000e+06 -2.28310000e+06 5.06180000e+05 2.89700000e+06 1.17070000e+10 -9.27947282e-01 1.75627052e-01
1.87900000e+06 -2.48330000e+06 4.07000000e+05 3.14060000e+06 9.51450000e+09 -9.23049954e-01 1.29958579e-01
-2.30800000e+06 -2.18000000e+06 4.90330000e+05 3.21240000e+06 7.49530000e+09 -2.38470726e+00 1.53235646e-01
-2.02900000e+06 -1.79470000e+06 4.26170000e+05 2.74220000e+06 1.44850000e+10 -2.41739370e+00 1.56044217e-01
-2.03800000e+06 -2.09370000e+06 4.16400000e+05 2.95130000e+06 1.09690000e+10 -2.34271417e+00 1.41562713e-01
-1.80100000e+06 -2.09980000e+06 5.57790000e+05 2.82200000e+06 1.40910000e+10 -2.27974411e+00 1.98967891e-01
-1.00600000e+06 -1.90610000e+06 4.46230000e+05 2.20100000e+06 2.20690000e+10 -2.05641956e+00 2.04154881e-01
-7.36000000e+05 -1.73200000e+06 5.17910000e+05 1.95190000e+06 3.15970000e+10 -1.97261807e+00 2.68552748e-01
-3.38000000e+05 -1.64950000e+06 3.61880000e+05 1.72220000e+06 2.43650000e+10 -1.77290911e+00 2.11704431e-01
-1.42000000e+05 -1.69860000e+06 2.57070000e+05 1.72380000e+06 2.28870000e+10 -1.65420065e+00 1.49688203e-01
8.60000000e+04 -1.67600000e+06 3.16050000e+05 1.70770000e+06 2.80140000e+10 -1.51952864e+00 1.86146644e-01
1.87000000e+05 -1.62010000e+06 5.65070000e+05 1.72600000e+06 2.48000000e+10 -1.45587989e+00 3.33536869e-01
3.78000000e+05 -1.62440000e+06 3.75560000e+05 1.70960000e+06 2.62790000e+10 -1.34216387e+00 2.21483491e-01
5.20000000e+05 -1.86170000e+06 2.67520000e+05 1.95140000e+06 3.12140000e+10 -1.29842330e+00 1.37524408e-01
7.64000000e+05 -1.79610000e+06 3.96520000e+05 1.99170000e+06 2.86950000e+10 -1.16861565e+00 2.00425374e-01
1.04300000e+06 -1.93960000e+06 4.62350000e+05 2.25030000e+06 2.14300000e+10 -1.07741469e+00 2.06935238e-01
1.19800000e+06 -2.17070000e+06 4.66420000e+05 2.52280000e+06 1.78210000e+10 -1.06649885e+00 1.85951666e-01
1.76800000e+06 -2.06440000e+06 3.48550000e+05 2.74030000e+06 1.50330000e+10 -8.62585079e-01 1.27539589e-01
1.98000000e+06 -2.18930000e+06 4.98400000e+05 2.99360000e+06 9.28610000e+09 -8.35556331e-01 1.67267397e-01
2.43200000e+06 -2.00290000e+06 6.11220000e+05 3.20930000e+06 9.02290000e+09 -6.88943124e-01 1.91623314e-01
-2.43000000e+06 -2.17230000e+06 1.29930000e+06 3.50880000e+06 8.68040000e+08 -2.41212982e+00 3.79329307e-01
-2.69200000e+06 -1.75150000e+06 1.17440000e+06 3.41960000e+06 3.08190000e+09 -2.56477362e+00 3.50568708e-01
-2.40500000e+06 -1.70640000e+06 6.78820000e+05 3.02600000e+06 1.01600000e+10 -2.52450474e+00 2.26254584e-01
-2.18100000e+06 -1.94650000e+06 2.35010000e+05 2.93270000e+06 9.98330000e+09 -2.41294753e+00 8.02203599e-02
-1.78700000e+06 -1.82660000e+06 5.30760000e+05 2.60990000e+06 1.79900000e+10 -2.34523633e+00 2.04792616e-01
-1.33600000e+06 -1.93530000e+06 5.61340000e+05 2.41770000e+06 1.85160000e+10 -2.17500436e+00 2.34317658e-01
-9.76000000e+05 -1.63690000e+06 4.26310000e+05 1.95290000e+06 3.11990000e+10 -2.10845318e+00 2.20067881e-01
-6.71000000e+05 -1.33830000e+06 3.23910000e+05 1.53170000e+06 3.94380000e+10 -2.03554920e+00 2.13079666e-01
-5.28000000e+05 -1.61310000e+06 2.99620000e+05 1.72360000e+06 2.41160000e+10 -1.88712521e+00 1.74721451e-01
-5.78000000e+05 -1.55440000e+06 3.83730000e+05 1.70220000e+06 2.73660000e+10 -1.92680044e+00 2.27386216e-01
-8.50000000e+04 -1.64650000e+06 4.17490000e+05 1.70070000e+06 2.56020000e+10 -1.62237520e+00 2.48016125e-01
-9.70000000e+04 -1.42050000e+06 4.05570000e+05 1.48040000e+06 3.77780000e+10 -1.63897630e+00 2.77507894e-01
6.70000000e+04 -1.44480000e+06 3.47860000e+05 1.48760000e+06 3.72920000e+10 -1.52445632e+00 2.36025053e-01
3.24000000e+05 -1.64320000e+06 3.86070000e+05 1.71880000e+06 2.48670000e+10 -1.37611739e+00 2.26548960e-01
5.98000000e+05 -1.59610000e+06 1.94740000e+05 1.71550000e+06 2.57490000e+10 -1.21232093e+00 1.13763154e-01
8.52000000e+05 -1.49780000e+06 2.45980000e+05 1.74060000e+06 2.32600000e+10 -1.05360809e+00 1.41793746e-01
9.42000000e+05 -1.63900000e+06 5.34850000e+05 1.96460000e+06 2.98460000e+10 -1.04915694e+00 2.75724054e-01
1.26300000e+06 -1.71790000e+06 4.83660000e+05 2.18640000e+06 2.08820000e+10 -9.36834729e-01 2.23058062e-01
1.53000000e+06 -1.82890000e+06 5.22030000e+05 2.44100000e+06 1.51550000e+10 -8.74151849e-01 2.15523733e-01
1.65200000e+06 -1.91190000e+06 8.45790000e+05 2.66450000e+06 1.43510000e+10 -8.58195025e-01 3.23017204e-01
1.78900000e+06 -1.95240000e+06 6.01000000e+05 2.71540000e+06 1.41590000e+10 -8.29043919e-01 2.23178280e-01
2.09500000e+06 -2.00900000e+06 6.82110000e+05 2.98170000e+06 8.72350000e+09 -7.64446064e-01 2.30809333e-01
2.79300000e+06 -1.61940000e+06 5.16600000e+05 3.26960000e+06 7.71110000e+09 -5.25439109e-01 1.58665873e-01
-2.58700000e+06 -1.91290000e+06 8.95040000e+05 3.33960000e+06 4.80780000e+09 -2.50489209e+00 2.71324944e-01
-2.49600000e+06 -1.51110000e+06 5.05020000e+05 2.96120000e+06 1.10380000e+10 -2.59720569e+00 1.71383481e-01
-1.91200000e+06 -1.54560000e+06 4.71980000e+05 2.50350000e+06 1.89820000e+10 -2.46176994e+00 1.89663114e-01
-1.18600000e+06 -1.47670000e+06 4.99950000e+05 1.95890000e+06 2.96160000e+10 -2.24745027e+00 2.58074990e-01
-9.65000000e+05 -1.35730000e+06 2.64690000e+05 1.68630000e+06 2.74530000e+10 -2.18884703e+00 1.57616756e-01
-8.93000000e+05 -1.40870000e+06 3.16990000e+05 1.69780000e+06 2.54930000e+10 -2.13578275e+00 1.87808444e-01
-4.65000000e+05 -1.37740000e+06 3.85000000e+05 1.50390000e+06 3.61020000e+10 -1.89637528e+00 2.58883134e-01
-2.98000000e+05 -1.42260000e+06 4.03660000e+05 1.50850000e+06 3.77490000e+10 -1.77728623e+00 2.70891281e-01
-5.70000000e+04 -1.19980000e+06 5.57220000e+05 1.32410000e+06 4.19950000e+10 -1.61826855e+00 4.34359255e-01
2.00000000e+05 -1.41660000e+06 4.98280000e+05 1.51490000e+06 3.56440000e+10 -1.43054020e+00 3.35159078e-01
3.90000000e+05 -1.38410000e+06 4.18280000e+05 1.49760000e+06 3.67830000e+10 -1.29614562e+00 2.83065243e-01
7.40000000e+05 -1.29690000e+06 2.71380000e+05 1.51760000e+06 3.84980000e+10 -1.05228153e+00 1.79788843e-01
8.26000000e+05 -1.51110000e+06 2.67950000e+05 1.74280000e+06 2.37290000e+10 -1.07055055e+00 1.54359093e-01
1.17400000e+06 -1.20840000e+06 4.04640000e+05 1.73270000e+06 2.30360000e+10 -7.99836381e-01 2.35708016e-01
1.66800000e+06 -1.53030000e+06 4.64390000e+05 2.31080000e+06 2.04980000e+10 -7.42370614e-01 2.02342953e-01
1.96800000e+06 -1.73720000e+06 6.64630000e+05 2.70790000e+06 1.37990000e+10 -7.23187708e-01 2.47974702e-01
2.38300000e+06 -1.57830000e+06 8.56490000e+05 2.98380000e+06 1.19310000e+10 -5.84984836e-01 2.91142382e-01
2.77200000e+06 -1.85230000e+06 7.23420000e+05 3.41150000e+06 3.22620000e+09 -5.89075761e-01 2.13675615e-01
-2.90600000e+06 -1.80630000e+06 3.87810000e+05 3.44350000e+06 2.16790000e+09 -2.58545929e+00 1.12860320e-01
-2.67800000e+06 -1.63220000e+06 7.19830000e+05 3.21770000e+06 7.06990000e+09 -2.59422829e+00 2.25618759e-01
-2.63100000e+06 -1.66850000e+06 1.46850000e+06 3.44420000e+06 1.39010000e+09 -2.57642668e+00 4.40474772e-01
-2.03200000e+06 -1.31080000e+06 4.71020000e+05 2.46350000e+06 1.98300000e+10 -2.56868480e+00 1.92384060e-01
-1.65200000e+06 -1.56250000e+06 5.44260000e+05 2.33810000e+06 1.96750000e+10 -2.38402989e+00 2.34933952e-01
-1.25500000e+06 -9.47900000e+05 5.53420000e+05 1.66730000e+06 2.90200000e+10 -2.49470893e+00 3.38344460e-01
-1.02500000e+06 -1.27900000e+06 4.28870000e+05 1.69420000e+06 2.54380000e+10 -2.24639482e+00 2.55924727e-01
-3.93000000e+05 -1.13250000e+06 4.12190000e+05 1.26760000e+06 4.49070000e+10 -1.90481378e+00 3.31195253e-01
-2.26000000e+05 -1.23770000e+06 4.28260000e+05 1.32910000e+06 4.52480000e+10 -1.75140338e+00 3.28071561e-01
4.70000000e+04 -1.25240000e+06 3.83820000e+05 1.31070000e+06 4.27190000e+10 -1.53328598e+00 2.97191403e-01
2.49000000e+05 -1.21370000e+06 3.88340000e+05 1.29840000e+06 4.33540000e+10 -1.36844632e+00 3.03740104e-01
4.51000000e+05 -1.16740000e+06 3.56700000e+05 1.30130000e+06 4.39490000e+10 -1.20213092e+00 2.77664659e-01
6.83000000e+05 -1.24040000e+06 4.39520000e+05 1.48270000e+06 3.90260000e+10 -1.06747046e+00 3.00954755e-01
8.69000000e+05 -1.16130000e+06 2.59790000e+05 1.47350000e+06 3.76400000e+10 -9.28384542e-01 1.77234538e-01
1.14500000e+06 -1.19510000e+06 4.69300000e+05 1.72030000e+06 2.49250000e+10 -8.06804235e-01 2.76303530e-01
1.20800000e+06 -1.02920000e+06 5.15670000e+05 1.66870000e+06 2.78980000e+10 -7.05646348e-01 3.14167672e-01
1.57800000e+06 -1.39160000e+06 6.75250000e+05 2.20970000e+06 2.49760000e+10 -7.22711010e-01 3.10552200e-01
1.86700000e+06 -1.46040000e+06 6.72880000e+05 2.46400000e+06 1.58160000e+10 -6.63803487e-01 2.76597865e-01
2.28800000e+06 -1.32110000e+06 7.52870000e+05 2.74720000e+06 1.27550000e+10 -5.23638957e-01 2.77601684e-01
2.54400000e+06 -1.35950000e+06 9.66860000e+05 3.04220000e+06 1.13140000e+10 -4.90783250e-01 3.23425225e-01
2.45800000e+06 -1.54010000e+06 5.99400000e+05 2.96190000e+06 1.28870000e+10 -5.59724861e-01 2.03777494e-01
2.84800000e+06 -1.44240000e+06 2.50110000e+05 3.20220000e+06 5.56750000e+09 -4.68802780e-01 7.81853101e-02
-3.16000000e+06 -1.34950000e+06 2.15770000e+05 3.44290000e+06 1.55100000e+09 -2.73798103e+00 6.27121018e-02
-2.82200000e+06 -1.38660000e+06 6.57790000e+05 3.21230000e+06 6.35450000e+09 -2.68488602e+00 2.06231053e-01
-2.27000000e+06 -1.40430000e+06 3.21440000e+05 2.68850000e+06 1.40510000e+10 -2.58758398e+00 1.19847793e-01
-2.19800000e+06 -1.06650000e+06 5.80480000e+05 2.51110000e+06 1.64990000e+10 -2.68984380e+00 2.33275588e-01
-2.02400000e+06 -8.82300000e+05 1.60880000e+05 2.21380000e+06 2.23340000e+10 -2.73051001e+00 7.27355418e-02
-1.54300000e+06 -1.09480000e+06 4.84720000e+05 1.95300000e+06 3.16240000e+10 -2.52450138e+00 2.50813951e-01
-1.07200000e+06 -9.44600000e+05 3.98770000e+05 1.48340000e+06 3.65320000e+10 -2.41928628e+00 2.72169415e-01
-9.32000000e+05 -1.09030000e+06 4.06080000e+05 1.49070000e+06 3.61450000e+10 -2.27807657e+00 2.75895766e-01
-7.35000000e+05 -1.02600000e+06 4.03890000e+05 1.32520000e+06 4.30030000e+10 -2.19242741e+00 3.09703900e-01
-5.53000000e+05 -9.93600000e+05 3.67840000e+05 1.19510000e+06 4.79970000e+10 -2.07866358e+00 3.12869547e-01
-3.66000000e+05 -9.36600000e+05 3.14440000e+05 1.05360000e+06 5.24730000e+10 -1.94332503e+00 3.03061345e-01
-1.78000000e+05 -9.60000000e+05 2.24290000e+05 1.00180000e+06 5.28610000e+10 -1.75413094e+00 2.25800900e-01
1.09000000e+05 -1.07100000e+06 4.23570000e+05 1.15690000e+06 4.86600000e+10 -1.46937151e+00 3.74841446e-01
3.36000000e+05 -1.01950000e+06 4.01840000e+05 1.14620000e+06 4.90070000e+10 -1.25243359e+00 3.58195185e-01
5.33000000e+05 -9.86700000e+05 2.79650000e+05 1.15580000e+06 4.92220000e+10 -1.07552026e+00 2.44378796e-01
7.03000000e+05 -1.04990000e+06 3.35650000e+05 1.30730000e+06 4.35740000e+10 -9.80774278e-01 2.59658541e-01
8.08000000e+05 -9.38300000e+05 2.50020000e+05 1.26320000e+06 4.43210000e+10 -8.59875054e-01 1.99241509e-01
1.23700000e+06 -9.56700000e+05 3.69370000e+05 1.60680000e+06 3.47780000e+10 -6.58311809e-01 2.31953622e-01
1.39200000e+06 -8.97800000e+05 4.46000000e+05 1.71540000e+06 2.54590000e+10 -5.72831954e-01 2.63019788e-01
1.73800000e+06 -8.55500000e+05 4.79870000e+05 1.99570000e+06 2.72620000e+10 -4.57414283e-01 2.42831457e-01
1.91400000e+06 -1.05750000e+06 4.73620000e+05 2.23740000e+06 2.50090000e+10 -5.04766574e-01 2.13296872e-01
2.16800000e+06 -1.03210000e+06 5.83830000e+05 2.47110000e+06 1.48630000e+10 -4.44313568e-01 2.38518370e-01
2.57800000e+06 -1.20820000e+06 2.36700000e+05 2.85690000e+06 1.37960000e+10 -4.38261027e-01 8.29471255e-02
2.62500000e+06 -1.40940000e+06 4.14680000e+05 3.00820000e+06 1.03630000e+10 -4.92741119e-01 1.38290237e-01
-3.21500000e+06 -1.18350000e+06 4.41300000e+05 3.45420000e+06 1.95000000e+09 -2.78886895e+00 1.28107633e-01
-2.91100000e+06 -1.24470000e+06 3.86880000e+05 3.18950000e+06 6.31120000e+09 -2.73753451e+00 1.21597443e-01
-2.57500000e+06 -1.45080000e+06 2.60450000e+05 2.96700000e+06 9.91440000e+09 -2.62850651e+00 8.78954021e-02
-2.82800000e+06 -7.53400000e+05 4.02810000e+05 2.95420000e+06 1.20460000e+10 -2.88123237e+00 1.36777712e-01
-2.12400000e+06 -6.84500000e+05 3.18040000e+05 2.25410000e+06 2.03570000e+10 -2.82983256e+00 1.41566389e-01
-1.75700000e+06 -8.77000000e+05 2.46850000e+05 1.97920000e+06 2.92470000e+10 -2.67862826e+00 1.25047749e-01
-1.33500000e+06 -9.44600000e+05 4.50000000e+05 1.69620000e+06 2.53670000e+10 -2.52580717e+00 2.68513921e-01
-1.19400000e+06 -8.29500000e+05 2.93010000e+05 1.48310000e+06 3.74780000e+10 -2.53441667e+00 1.98874264e-01
-9.21000000e+05 -7.93100000e+05 4.42890000e+05 1.29360000e+06 4.39600000e+10 -2.43067289e+00 3.49438324e-01
-6.72000000e+05 -8.42600000e+05 3.50940000e+05 1.13350000e+06 4.93580000e+10 -2.24403024e+00 3.14780128e-01
-4.84000000e+05 -7.82800000e+05 3.94480000e+05 1.00130000e+06 5.08360000e+10 -2.12455831e+00 4.04944600e-01
-3.01000000e+05 -7.62100000e+05 4.26070000e+05 9.23540000e+05 5.53510000e+10 -1.94695146e+00 4.79509887e-01
-2.05000000e+05 -9.40300000e+05 4.22770000e+05 1.05120000e+06 5.12290000e+10 -1.78545299e+00 4.13894980e-01
-8.40000000e+04 -9.98300000e+05 5.45090000e+05 1.14050000e+06 5.01170000e+10 -1.65474163e+00 4.98307450e-01
6.50000000e+04 -7.53000000e+05 3.62890000e+05 8.38400000e+05 5.67540000e+10 -1.48468840e+00 4.47636767e-01
2.88000000e+05 -6.15800000e+05 5.58870000e+05 8.80050000e+05 5.52200000e+10 -1.13333383e+00 6.88064784e-01
4.18000000e+05 -8.36700000e+05 3.93130000e+05 1.01460000e+06 5.13090000e+10 -1.10748342e+00 3.97888761e-01
6.18000000e+05 -8.61000000e+05 4.10720000e+05 1.13660000e+06 4.76490000e+10 -9.48243456e-01 3.69724366e-01
8.39000000e+05 -8.11000000e+05 4.03230000e+05 1.23460000e+06 4.62040000e+10 -7.68430095e-01 3.32712326e-01
1.03700000e+06 -8.89400000e+05 4.23690000e+05 1.43040000e+06 3.92370000e+10 -7.08927970e-01 3.00715694e-01
1.20200000e+06 -7.87100000e+05 5.00640000e+05 1.52150000e+06 3.72390000e+10 -5.79759865e-01 3.35290711e-01
1.31000000e+06 -6.66500000e+05 4.38920000e+05 1.53390000e+06 3.68660000e+10 -4.70645821e-01 2.90202668e-01
1.52500000e+06 -6.77400000e+05 3.30840000e+05 1.70120000e+06 2.63860000e+10 -4.18017449e-01 1.95721682e-01
2.01200000e+06 -8.15700000e+05 3.77500000e+05 2.20360000e+06 2.27560000e+10 -3.85167889e-01 1.72159763e-01
2.42200000e+06 -1.01100000e+06 4.19750000e+05 2.65790000e+06 1.57820000e+10 -3.95435922e-01 1.58589364e-01
2.86400000e+06 -9.03800000e+05 4.72570000e+05 3.04020000e+06 8.49380000e+09 -3.05681675e-01 1.56073288e-01
3.09400000e+06 -9.53000000e+05 3.22720000e+05 3.25350000e+06 7.15290000e+09 -2.98794158e-01 9.93550216e-02
2.87700000e+06 -1.18150000e+06 3.45950000e+05 3.12930000e+06 5.43350000e+09 -3.89671394e-01 1.10778317e-01
-3.09500000e+06 -8.74200000e+05 7.74830000e+04 3.21700000e+06 6.14680000e+09 -2.86630835e+00 2.40878127e-02
-3.19800000e+06 -7.14600000e+05 8.19640000e+05 3.37780000e+06 3.84090000e+09 -2.92175196e+00 2.45101696e-01
-2.91600000e+06 -6.84600000e+05 8.12450000e+05 3.10350000e+06 8.82910000e+09 -2.91099520e+00 2.64871324e-01
-2.48200000e+06 -7.53400000e+05 3.96440000e+05 2.62390000e+06 1.62500000e+10 -2.84688626e+00 1.51668891e-01
-2.23600000e+06 -7.87800000e+05 5.77660000e+05 2.44010000e+06 2.00000000e+10 -2.80284755e+00 2.39005177e-01
-1.85800000e+06 -6.70800000e+05 4.03710000e+05 2.01620000e+06 2.50410000e+10 -2.79512256e+00 2.01595845e-01
-1.61400000e+06 -5.88800000e+05 1.48780000e+05 1.72450000e+06 2.62610000e+10 -2.79178730e+00 8.63816693e-02
-1.29900000e+06 -6.78800000e+05 3.66660000e+05 1.51080000e+06 3.61870000e+10 -2.66006365e+00 2.45140486e-01
-9.57000000e+05 -6.11000000e+05 3.75880000e+05 1.19600000e+06 4.88280000e+10 -2.57337735e+00 3.19699116e-01
-7.48000000e+05 -6.73500000e+05 3.50540000e+05 1.06580000e+06 5.07120000e+10 -2.40855601e+00 3.35136925e-01
-5.65000000e+05 -6.02400000e+05 3.83540000e+05 9.10610000e+05 5.50600000e+10 -2.32416844e+00 4.34757189e-01
-3.65000000e+05 -5.69400000e+05 3.69060000e+05 7.70480000e+05 5.68660000e+10 -2.14083679e+00 4.99515284e-01
-1.92000000e+05 -5.87000000e+05 3.17800000e+05 6.94570000e+05 5.99280000e+10 -1.88691458e+00 4.75237088e-01
-9.60000000e+04 -7.88000000e+05 4.93220000e+05 9.34570000e+05 5.30260000e+10 -1.69202633e+00 5.55950309e-01
1.03000000e+05 -7.11100000e+05 5.60080000e+05 9.11020000e+05 5.51680000e+10 -1.42695072e+00 6.62111344e-01
4.48000000e+05 -6.47200000e+05 4.38970000e+05 9.01260000e+05 5.48340000e+10 -9.65315943e-01 5.08723232e-01
8.62000000e+05 -6.18900000e+05 5.21160000e+05 1.18220000e+06 4.91300000e+10 -6.22692380e-01 4.56533315e-01
1.00200000e+06 -6.05700000e+05 6.75400000e+05 1.35170000e+06 4.15530000e+10 -5.43715178e-01 5.23214402e-01
1.12900000e+06 -5.97400000e+05 5.13960000e+05 1.37680000e+06 4.22310000e+10 -4.86687588e-01 3.82564068e-01
1.34900000e+06 -5.25300000e+05 5.23070000e+05 1.53930000e+06 3.60680000e+10 -3.71334794e-01 3.46715191e-01
1.92600000e+06 -3.88200000e+05 3.86250000e+05 2.00230000e+06 3.07050000e+10 -1.98892834e-01 1.94120024e-01
2.32200000e+06 -8.02600000e+05 5.83580000e+05 2.52520000e+06 1.72950000e+10 -3.32794566e-01 2.33210693e-01
2.55700000e+06 -7.25000000e+05 4.15880000e+05 2.69010000e+06 1.37880000e+10 -2.76284054e-01 1.55219013e-01
3.31000000e+06 -6.71900000e+05 6.89790000e+05 3.44720000e+06 2.30270000e+09 -2.00269799e-01 2.01461547e-01
3.04000000e+06 -5.83700000e+05 7.61860000e+05 3.18790000e+06 5.77650000e+09 -1.89697897e-01 2.41320336e-01
-3.25800000e+06 -2.58700000e+05 9.41430000e+05 3.40110000e+06 2.17730000e+09 -3.06235437e+00 2.80464078e-01
-3.42500000e+06 -3.96800000e+05 5.19650000e+05 3.48680000e+06 1.85250000e+09 -3.02625284e+00 1.49590783e-01
-2.68400000e+06 -8.05700000e+05 6.34110000e+05 2.87320000e+06 9.34140000e+09 -2.84996496e+00 2.22530240e-01
-2.42300000e+06 -3.75200000e+05 5.86730000e+05 2.52110000e+06 1.83080000e+10 -2.98796346e+00 2.34881538e-01
-1.85200000e+06 -4.28600000e+05 5.54870000e+05 1.98030000e+06 2.73280000e+10 -2.91417082e+00 2.83997157e-01
-1.64300000e+06 -2.73000000e+05 4.31420000e+05 1.72050000e+06 2.53100000e+10 -2.97693751e+00 2.53457706e-01
-1.58300000e+06 -5.29500000e+05 4.43040000e+05 1.72700000e+06 2.74030000e+10 -2.81880014e+00 2.59437946e-01
-1.44600000e+06 -3.79600000e+05 3.68760000e+05 1.53980000e+06 3.60240000e+10 -2.88486815e+00 2.41836048e-01
-1.14400000e+06 -5.38700000e+05 4.35990000e+05 1.33750000e+06 4.18230000e+10 -2.70150173e+00 3.32041642e-01
-8.00000000e+05 -4.81000000e+05 3.84510000e+05 1.00960000e+06 5.31820000e+10 -2.60025454e+00 3.90719516e-01
-6.46000000e+05 -3.85200000e+05 3.70180000e+05 8.38290000e+05 5.73080000e+10 -2.60390937e+00 4.57369409e-01
-1.66000000e+05 -4.20100000e+05 4.52580000e+05 6.39430000e+05 6.08440000e+10 -1.94710951e+00 7.86360067e-01
-4.00000000e+04 -5.94200000e+05 4.59610000e+05 7.52270000e+05 5.78730000e+10 -1.63801232e+00 6.57277904e-01
2.00000000e+04 -4.02800000e+05 5.16690000e+05 6.55450000e+05 6.14710000e+10 -1.52118464e+00 9.08038104e-01
2.07000000e+05 -4.27800000e+05 5.49830000e+05 7.26750000e+05 6.01930000e+10 -1.12013500e+00 8.58036478e-01
5.46000000e+05 -4.91300000e+05 4.06360000e+05 8.39420000e+05 5.63120000e+10 -7.32713905e-01 5.05329932e-01
7.52000000e+05 -4.75400000e+05 4.73030000e+05 1.00760000e+06 5.24640000e+10 -5.63746416e-01 4.88681460e-01
9.79000000e+05 -4.82400000e+05 4.33030000e+05 1.17420000e+06 4.70670000e+10 -4.57828956e-01 3.77703978e-01
1.17500000e+06 -4.09600000e+05 4.32170000e+05 1.31730000e+06 4.51520000e+10 -3.35423265e-01 3.34262494e-01
1.64700000e+06 -3.54800000e+05 4.89350000e+05 1.75440000e+06 2.56960000e+10 -2.12179460e-01 2.82676862e-01
2.12200000e+06 -5.45400000e+05 5.06120000e+05 2.24870000e+06 1.86570000e+10 -2.51576305e-01 2.27017202e-01
2.37400000e+06 -5.12100000e+05 5.15720000e+05 2.48280000e+06 1.72610000e+10 -2.12456486e-01 2.09240570e-01
2.81200000e+06 -6.46800000e+05 5.77480000e+05 2.94260000e+06 9.72670000e+09 -2.26081898e-01 1.97530258e-01
3.36500000e+06 -9.71000000e+04 8.63120000e+05 3.47530000e+06 7.68280000e+08 -2.88478642e-02 2.50985204e-01
-3.17700000e+06 -3.06600000e+05 1.20280000e+06 3.41090000e+06 3.12700000e+09 -3.04538445e+00 3.60384652e-01
-3.12300000e+06 -4.21200000e+05 7.35420000e+05 3.23600000e+06 6.89750000e+09 -3.00753129e+00 2.29265241e-01
-2.16900000e+06 -2.88700000e+05 4.86090000e+05 2.24150000e+06 2.03560000e+10 -3.00926762e+00 2.18595998e-01
-1.50600000e+06 -2.38300000e+05 2.78050000e+05 1.54990000e+06 3.56140000e+10 -2.98466004e+00 1.80375171e-01
-1.52300000e+06 -4.64500000e+05 6.52540000e+05 1.72080000e+06 2.48580000e+10 -2.84556405e+00 3.88939511e-01
-1.34600000e+06 -3.34400000e+05 5.24160000e+05 1.48270000e+06 3.72540000e+10 -2.89808293e+00 3.61328469e-01
-1.13000000e+06 -3.47200000e+05 5.59360000e+05 1.30780000e+06 4.37900000e+10 -2.84349176e+00 4.41958562e-01
-1.00000000e+06 -2.67500000e+05 4.16440000e+05 1.11580000e+06 5.06480000e+10 -2.88021242e+00 3.82478483e-01
-8.11000000e+05 -2.68200000e+05 3.78240000e+05 9.34190000e+05 5.33120000e+10 -2.82221141e+00 4.16853621e-01
-5.11000000e+05 -2.54000000e+05 3.75480000e+05 6.83100000e+05 5.97870000e+10 -2.68029614e+00 5.81969899e-01
-3.34000000e+05 -3.44700000e+05 4.03470000e+05 6.27020000e+05 6.20040000e+10 -2.34043036e+00 6.99025833e-01
-1.80000000e+05 -2.35200000e+05 3.22600000e+05 4.37940000e+05 6.26120000e+10 -2.22402160e+00 8.28074586e-01
-1.40000000e+04 -2.33700000e+05 4.26140000e+05 4.86210000e+05 6.23640000e+10 -1.63063068e+00 1.06844440e+00
1.19000000e+05 -2.19000000e+05 5.71350000e+05 6.23350000e+05 5.99950000e+10 -1.07305063e+00 1.15944109e+00
3.06000000e+05 -2.74400000e+05 4.93710000e+05 6.42400000e+05 6.12740000e+10 -7.31006655e-01 8.76555823e-01
4.87000000e+05 -3.05400000e+05 4.30880000e+05 7.18400000e+05 5.96070000e+10 -5.60111392e-01 6.43222741e-01
8.31000000e+05 -2.92200000e+05 4.76440000e+05 1.00150000e+06 5.37250000e+10 -3.38121345e-01 4.95789695e-01
1.00800000e+06 -2.82600000e+05 5.15000000e+05 1.16670000e+06 4.79310000e+10 -2.73339851e-01 4.57176080e-01
1.20100000e+06 -2.34300000e+05 5.22290000e+05 1.33040000e+06 4.23020000e+10 -1.92667501e-01 4.03436408e-01
1.40300000e+06 -3.50200000e+05 4.36200000e+05 1.51040000e+06 3.59350000e+10 -2.44609672e-01 2.92970758e-01
1.66500000e+06 -3.79500000e+05 1.97700000e+05 1.71910000e+06 2.53660000e+10 -2.24099533e-01 1.15257049e-01
1.69500000e+06 -1.55700000e+05 4.52140000e+05 1.76120000e+06 2.41890000e+10 -9.16013412e-02 2.59629709e-01
2.00300000e+06 -1.26700000e+05 3.68760000e+05 2.04060000e+06 2.51200000e+10 -6.31709536e-02 1.81709870e-01
